custom_id,misconfigured_snippet,related_cwe,misconfiguration_label
request-735,"firewall { $firewall_rule : dport => $cfapi_bind_port, proto => 'tcp', action => 'accept', }",CWE-284,1
request-736,,,0
request-737,'gpgcheck' => 'no',CWE-494,1
request-738,,,0
request-739,$jdbc_password = 'hive',CWE-798,1
request-740,$gnocchi_wsgi_script_source = '/usr/lib/python2.7/site-packages/gnocchi/rest/app.wsgi',CWE-1104,1
request-740,$gnocchi_wsgi_script_source = '/usr/share/gnocchi-common/app.wsgi',CWE-1104,1
request-741,"exec { install_servcie: command => 'metcollect.exe --startup auto install', path => $exe_path, refreshonly => true, }",CWE-78,1
request-742,,,0
request-743,"file { ""/etc/init.d/command_runner"": content => template(""buildmaster/command_runner.initd.erb""), notify => service[""command_runner""], mode => 755; ""/etc/init.d/pulse_publisher"": content => template(""buildmaster/pulse_publisher.initd.erb""), notify => service[""pulse_publisher""], mode => 755; ... }",CWE-732,1
request-744,log_directory => '/var/log/openvswitch',CWE-732,1
request-745,,,0
request-746,,,0
request-747,,,0
request-748,'key' => 'admin',CWE-798,1
request-749,"exec { 'bsnstacklib': command => 'pip install ""bsnstacklib<2015.2""', path => '/usr/local/bin/:/usr/bin/:/bin', require => package['python-pip'] }",CWE-494,1
request-750,"ensure_resource('keystone_user', $auth_name, { 'ensure' => $ensure, 'enabled' => true, 'password' => $password, 'email' => $email, 'domain' => $user_domain_real, })
if ! $password { warning(""no password had been set for ${auth_name} user."") }",CWE-521,1
request-751,"class { '::keystone::db::mysql': password => 'keystone', }",CWE-798,1
request-751,"class { '::keystone': debug => true, database_connection => 'mysql://keystone_admin:keystone@127.0.0.1/keystone', catalog_type => 'sql', admin_token => 'admin_token', enabled => true, }",CWE-798,1
request-751,"class { '::keystone::roles::admin': email => 'test@puppetlabs.com', password => 'changeme', }",CWE-798,1
request-751,keystone_config { 'ssl/enable': ensure => absent },CWE-319,1
request-752,"file { ""${config_dir}/output-${title}.toml"": ensure => $ensure, content => template('heka/output/http.toml.erb'), mode => '0600', owner => $heka::params::user, group => $heka::params::user, }",CWE-266,1
request-753,"url => ""http://${server}:${port}/write?db=${database}&precision=${time_precision}"",",CWE-319,1
request-754,,,0
request-755,"""/etc/cron.d/slaveapi-update-git-cloud-tools"": content => ""*/5 * * * * ${user} cd ${cloud_tools_dst} && /usr/local/bin/git pull -q\n"";",CWE-78,1
request-756,,,0
request-757,,,0
request-758,if is_service_default($rabbit_password) { fail('please specify a rabbit_password parameter.') },CWE-798,1
request-759,,,0
request-760,"""${full_master_dir}/master/buildbot.tac"": require => exec[""setup-${basedir}""], mode => 0644, owner => $master_user, group => $master_group, source => ""puppet:///modules/buildmaster/buildbot.tac"";",CWE-732,1
request-761,,,0
request-762,"file { $lua_modules_dir: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/common', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], }",CWE-732,1
request-762,"file { ""${plugins_dir}/decoders"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/decoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }",CWE-732,1
request-762,"file { ""${plugins_dir}/filters"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/filters', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }",CWE-732,1
request-762,"file { ""${plugins_dir}/encoders"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/encoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }",CWE-732,1
request-762,"file { ""${plugins_dir}/outputs"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/outputs', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }",CWE-732,1
request-763,"file { '/etc/rsyslog.d/fluentd.conf': content => ""*.* @127.0.0.1:${fluentd_syslog_port}"", owner => 'root', group => 'root', mode => '0644', }",CWE-732,1
request-764,"interface ""eth0""",CWE-284,1
request-765,"file { $dir: ensure => directory, owner => $owner, group => $group, }",CWE-732,1
request-766,'xdebug.remote_connect_back' => 1,CWE-200,1
request-767,,,0
request-768,,,0
request-769,"listenaddr => ""0.0.0.0""",CWE-284,1
request-770,,,0
request-771,,,0
request-772,,,0
request-773,"'pypi.pub.build.mozilla.org' => { path => 'http://pypi.pub.build.mozilla.org/', size => '16g', ttl => '1d', },",CWE-319,1
request-773,"'pypi.pvt.build.mozilla.org' => { path => 'http://pypi.pvt.build.mozilla.org/', size => '16g', ttl => '1d', },",CWE-319,1
request-773,"'runtime-binaries.pvt.build.mozilla.org' => { path => 'http://runtime-binaries.pvt.build.mozilla.org/', size => '16g', ttl => '1d', },",CWE-319,1
request-773,"'tooltool.pvt.build.mozilla.org' => { path => 'http://tooltool.pvt.build.mozilla.org/', size => '16g', ttl => '1d', },",CWE-319,1
request-774,"file { '/tmp/foo' : ensure => present, }",CWE-276,1
request-775,"package { ""ia32-libs"": ensure => latest; }",CWE-829,1
request-775,"package { ""libstdc++.i686"": ensure => latest; ""zlib.i686"": ensure => latest; }",CWE-829,1
request-776,,,0
request-777,"$buildmaster_ssh_keys = ['seabld_dsa', 'id_dsa']",CWE-327,1
request-778,"class { '::memcached': listen_ip => get_network_role_property('mgmt/memcache', 'ipaddr'), max_memory => '50%', item_size => '10m', }",CWE-200,1
request-779,"keystone_user { $workloads_username: ensure => present, password => $workloads_password, enabled => $enabled, }",CWE-522,1
request-779,"keystone_user_role { ""$workloads_username@$workloads_tenant"": ensure => present, roles => ['admin'], }",CWE-266,1
request-780,,,0
request-781,"class { '::horizon': cache_server_ip => $horizon_memcached_servers, neutron_options => $neutron_options, }",CWE-200,1
request-782,"file { '/etc/hiera/plugins/contrail.yaml': ensure => file, content => template('contrail/plugins.yaml.erb'), }",CWE-276,1
request-783,"exec { ""designate-powerdns-dbsync ${name}"": command => ""${::designate::params::designate_manage} powerdns sync ${name}"", path => '/usr/bin', user => 'root', refreshonly => true, logoutput => on_failure, }",CWE-78,1
request-784,"""mysql+pymysql://${db_user}:${db_pass}@${db_host}/manila?charset=utf8""",CWE-522,1
request-784,"""http://${mgmt_ip}:35357/""",CWE-319,1
request-784,"""http://${mgmt_ip}:5000/""",CWE-319,1
request-784,rabbit_use_ssl => 'false',CWE-319,1
request-785,"file {""${::l23network::params::interfaces_dir}/interface-up-script-${name}"": ensure => 'present', owner => 'root', mode => '0755', content => template('l23network/centos_post_up.erb'), }",CWE-732,1
request-786,"file { $dsn_file: ensure => present, owner => 'www-data', mode => '0644', }",CWE-200,1
request-787,$vcenter_password = 'password',CWE-798,1
request-788,,,0
request-789,"$public_url = 'ws://127.0.0.1:9000', $admin_url = 'ws://127.0.0.1:9000', $internal_url = 'ws://127.0.0.1:9000'",CWE-319,1
request-790,,,0
request-791,'cors/allowed_origin' => { value => $allowed_origin },CWE-346,1
request-792,"class {'::midonet::midonet_cli': api_endpoint => ""http://${api_ip}:8081/midonet-api"", username => $username, password => $password, tenant_name => $tenant_name, }",CWE-522,1
request-793,"$admin_password = undef,",CWE-522,1
request-794,"file { $log_file: ensure => present, mode => '0666', owner => $::share_owner, group => $::share_group, }",CWE-732,1
request-795,,,0
request-796,$privileges = 'all',CWE-266,1
request-797,"firewall {'215 vxlan-gpe tcp': dport => [ 6633 ], proto => 'tcp', action => 'accept', }",CWE-284,1
request-797,"firewall {'215 vxlan-gpe udp': dport => [ 6633 ], proto => 'udp', action => 'accept', }",CWE-284,1
request-798,,,0
request-799,"service <| tag == 'manila-share' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-284,1
request-800,"$public_protocol = get_ssl_property($ssl_hash, $public_ssl_hash, 'nova', 'public', 'protocol', 'http')
$internal_protocol = get_ssl_property($ssl_hash, {}, 'nova', 'internal', 'protocol', 'http')
$admin_protocol = get_ssl_property($ssl_hash, {}, 'nova', 'admin', 'protocol', 'http')",CWE-319,1
request-801,,,0
request-802,else { ceph_config { 'global/auth_cluster_required': value => 'none'; 'global/auth_service_required': value => 'none'; 'global/auth_client_required': value => 'none'; 'global/auth_supported': value => 'none'; } },CWE-306,1
request-803,,,0
request-804,"file { '/etc/firejail/thumbor.profile': ensure => present, owner => 'root', group => 'root', mode => '0444', source => 'puppet:///modules/thumbor/thumbor.profile', }",CWE-732,1
request-805,"file { $log_dirs: ensure => 'directory', owner => 'kafka', group => 'kafka', mode => '0755', require => package['kafka-server'], }",CWE-732,1
request-806,"'db_password' => 'ceilometer', 'user_password' => 'ceilometer', 'metering_secret' => 'ceilometer',",CWE-798,1
request-807,"command => ""pip install --upgrade --no-deps --index-url='' ${path}/${name}.tar.gz"",",CWE-494,1
request-808,"openstack::ha::haproxy_service { 'sahara': order => '150', listen_port => 8386, public => true, public_ssl => $public_ssl, public_ssl_path => $public_ssl_path, internal_ssl => $internal_ssl, internal_ssl_path => $internal_ssl_path, require_service => 'sahara-api', haproxy_config_options => { 'option' => 'http-buffer-request', 'timeout' => 'http-request 10s', 'http-request' => 'set-header x-forwarded-proto https if { ssl_fc }', }, }",CWE-319,1
request-809,,,0
request-810,"file { '/usr/lib/sqoop/lib/mysql-connector-java.jar': ensure => 'link', target => '/usr/share/java/mysql-connector-java.jar', require => [package['sqoop'], package['libmysql-java']], }",CWE-347,1
request-811,"command => ""/usr/bin/openssl req -subj ${subject} -nodes -new -x509 -newkey rsa:1024 -keyout /etc/ssl/certs/${keyname}.key -out /etc/ssl/certs/${keyname}.pem -days 1095""",CWE-326,1
request-812,"file { ""${deploy_dir}/.env"": ensure => present, mode => '0644', owner => $::share_owner, group => $::share_group, notify => service['apache2'], content => template('scholarships/env.erb'), replace => false, require => git::clone['wikimedia/wikimania-scholarships'], }",CWE-538,1
request-813,"file { $log_file: ensure => present, owner => $user, mode => '0640', selinux_ignore_defaults => true, }",CWE-732,1
request-814,,,0
request-815,,,0
request-816,$database_connection = 'sqlite:////var/lib/barbican/barbican.sqlite',CWE-312,1
request-817,"if $migration_support { if $vncserver_listen != '0.0.0.0' and $vncserver_listen != '::0' { fail('for migration support to work, you must set vncserver_listen to \'0.0.0.0\' or \'::0\'') } else { include ::nova::migration::libvirt } }",CWE-200,1
request-818,,,0
request-819,"service <| tag == 'sahara-service' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-284,1
request-820,"'keystone_authtoken/insecure' => {'value' => $insecure},",CWE-295,1
request-821,,,0
request-822,grant usage on *.* to '${mysql_user}'@'%' identified by '${mysql_password}';,CWE-284,1
request-823,,,0
request-824,"$manila_env = [ ""os_tenant_name=${os_tenant_name}"", ""os_username=${os_username}"", ""os_password=${os_password}"", ""os_auth_url=${os_auth_url}"", ]",CWE-522,1
request-824,"exec {""manila type-create ${volume_name} ${driver_handles_share_servers}"": command => ""manila type-create ${volume_name} ${driver_handles_share_servers}"", unless => ""manila type-list | grep ${volume_name}"", environment => concat($manila_env, $region_env), require => package['python-manilaclient'], path => ['/usr/bin', '/bin'], }",CWE-547,1
request-825,,,0
request-826,"'scheduler_available_filters = [""nova.scheduler.filters.all_filters""]'",CWE-829,1
request-827,$log_dir = '/var/log/mistral',CWE-732,1
request-828,"keystone_config { 'auth/methods': value => join(any2array($methods),','); 'auth/saml2': value => $module_plugin; }",CWE-284,1
request-829,,,0
request-830,"python::virtualenv { ""${funsize_scheduler::settings::root}"":
  user => ""${users::builder::username}"",
  group => ""${users::builder::group}"",
  ...
}",CWE-732,1
request-831,"class { '::ceilometer::wsgi::apache': ssl => false, }",CWE-319,1
request-832,,,0
request-833,"file { ""/etc/apache2/${conf_type}-available/${conf_file}"": ensure => $ensure, content => $content, source => $source, owner => 'root', group => 'root', mode => '0444', }",CWE-276,1
request-834,"glance_image { 'cirros': ensure => present, container_format => 'bare', disk_format => 'qcow2', is_public => 'yes', source => 'http://download.cirros-cloud.net/0.3.4/cirros-0.3.4-x86_64-disk.img', }",CWE-494,1
request-834,"glance_image { 'cirros_alt': ensure => present, container_format => 'bare', disk_format => 'qcow2', is_public => 'yes', source => 'http://download.cirros-cloud.net/0.3.4/cirros-0.3.4-x86_64-disk.img', }",CWE-494,1
request-835,,,0
request-836,class mysql::server {},CWE-306,1
request-837,,,0
request-838,"command => ""/usr/bin/curl -i -u ${user}:${password} \ -h 'content-type: application/json' \ -x put -d '{\""netvirt-providers-config\"":{\""table-offset\"":\""1\""}}' \ http://${management_vip}:${rest_port}/restconf/config/netvirt-providers-config:netvirt-providers-config""",CWE-522,1
request-838,"command => ""/usr/bin/curl -i -u ${user}:${password} \ -h 'content-type: application/json' -x put -d \ '{\""sfc-of-renderer-config\"":{\""sfc-of-table-offset\"":\""150\"",\""sfc-of-app-egress-table-offset\"":\""11\""}}' \ http://${management_vip}:${rest_port}/restconf/config/sfc-of-renderer:sfc-of-renderer-config""",CWE-522,1
request-839,mode => '0644',CWE-732,1
request-840,'database/event_time_to_live' : value => $event_time_to_live; 'database/metering_time_to_live' : value => $metering_time_to_live;,CWE-400,1
request-841,,,0
request-842,"class vitrage::policy ( $policies = {}, $policy_path = '/etc/vitrage/policy.json', ) { ... openstacklib::policy::base { file_path => $policy_path, } ... }",CWE-276,1
request-843,,,0
request-844,,,0
request-845,"$defaults = { inject => true, inject_as_id => 'mon.', inject_keyring => ""/var/lib/ceph/mon/ceph-${::hostname}/keyring"", }",CWE-798,1
request-846,password_hash => mysql_password($password),CWE-328,1
request-847,,,0
request-848,,,0
request-849,"class { '::trove::db::mysql': password => 'dbpass', host => '10.0.0.1', allowed_hosts => '10.0.0.1' }",CWE-259,1
request-849,"class { '::trove': database_connection => 'mysql://trove:secrete@10.0.0.1/trove?charset=utf8', rabbit_hosts => '10.0.0.1', rabbit_password => 'secrete', nova_proxy_admin_pass => 'novapass', }",CWE-259,1
request-849,"class { '::trove::keystone::auth': admin_address => '10.0.0.1', internal_address => '10.0.0.1', public_address => '10.0.0.1', password => 'verysecrete', region => 'openstack' }",CWE-259,1
request-849,"class { '::trove::api': bind_host => '10.0.0.1', auth_url => 'https://identity.openstack.org:5000/v2.0', keystone_password => 'verysecrete' }",CWE-259,1
request-850,"class {'midonet::repository': is_mem => $is_mem, midonet_version => undef, midonet_stage => undef, openstack_release => undef, mem_version => undef, mem_username => $mem_username, mem_password => $mem_password, }",CWE-522,1
request-851,nova_config { 'default/public_interface': value => $public_interface },CWE-200,1
request-852,"class { '::neutron::agents::l3': debug => $debug, metadata_port => $metadata_port, external_network_bridge => ' ', manage_service => true, enabled => true, agent_mode => $agent_mode, }",CWE-778,1
request-853,"service <| tag == 'cinder::backup' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-78,1
request-854,,,0
request-855,"file { '/etc/dnsmasq.d': ensure => directory, }",CWE-732,1
request-856,,,0
request-857,"'securitygroup/firewall_driver' : value => ""neutron.agent.firewall.noopfirewalldriver"";",CWE-284,1
request-858,$glusterfs_shares_config = '/etc/cinder/shares.conf',CWE-276,1
request-859,,,0
request-860,"class { '::keystone::db::mysql': password => 'keystone', }",CWE-798,1
request-860,"class { '::keystone': debug => true, database_connection => 'mysql://keystone:keystone@127.0.0.1/keystone', admin_token => 'admin_token', enabled => true, }",CWE-798,1
request-860,"class { '::keystone::roles::admin': email => 'test@example.tld', password => 'a_big_secret', admin => 'admin', admin_tenant => 'admin', admin_user_domain => 'admin', admin_tenant_domain => 'admin', }",CWE-798,1
request-860,"class { '::keystone': debug => true, database_connection => 'mysql://keystone:keystone@127.0.0.1/keystone', admin_token => 'admin_token', enabled => true, }",CWE-256,1
request-861,"package { ""wget"": ensure => '1.15-2.el6'; }",CWE-1104,1
request-861,"package { ""wget"": ensure => '1.13.4-2ubuntu1'; }",CWE-1104,1
request-861,"packages::pkgdmg { wget: version => ""1.12-1""; }",CWE-1104,1
request-862,"file {'/etc/corosync/uidgid.d/pacemaker': content =>""uidgid { uid: ${pacemaker_run_uid} gid: ${pacemaker_run_gid} }"" }",CWE-732,1
request-863,,,0
request-864,command => 'c:\mozilla-build\python27\scripts\easy_install.exe http://puppetagain.pub.build.mozilla.org/data/repos/exes/pywin32-218.win32-py2.7.exe',CWE-494,1
request-865,,,0
request-866,cinder_config { 'privsep_osbrick/helper_command': value => 'sudo cinder-rootwrap /etc/cinder/rootwrap.conf privsep-helper --config-file /etc/cinder/cinder.conf'; },CWE-269,1
request-867,,,0
request-868,"service::node { 'graphoid': port => $port, ... }",CWE-306,1
request-869,"file { $vcenter_ca_filepath: ensure => file, content => $vcenter_ca_content, mode => '0644', owner => 'root', group => 'root', }",CWE-200,1
request-869,if ! empty($vcenter_ca_content) and ! $vc_insecure { ... } else { $ceilometer_vcenter_ca_filepath = $::os_service_default $ceilometer_vcenter_insecure_real = $vc_insecure },CWE-295,1
request-870,,,0
request-871,,,0
request-872,"package { [""openssl"", ""openssl-devel""]: ensure => ""1.0.0-20.el6_2.2""; }",CWE-1104,1
request-872,"package { [""openssl"", ""openssl-devel""]: ensure => ""1.0.1e-30.el6_5.2""; }",CWE-1104,1
request-872,"package { [""openssl"", ""libssl1.0.0"", ""libssl-dev""]: ensure => '1.0.1-4ubuntu5.20'; }",CWE-1104,1
request-872,"package { [""openssl"", ""libssl1.0.0"", ""libssl-dev""]: ensure => '1.0.1f-1ubuntu2.7'; }",CWE-1104,1
request-873,$aodh_wsgi_script_source = '/usr/lib/python2.7/site-packages/aodh/api/app.wsgi',CWE-1104,1
request-873,$aodh_wsgi_script_source = '/usr/share/aodh-common/app.wsgi',CWE-1104,1
request-874,$vcenter_password = 'password',CWE-798,1
request-875,,,0
request-876,$database_connection = 'sqlite:////var/lib/{{cookiecutter.project_name}}/{{cookiecutter.project_name}}.sqlite',CWE-359,1
request-877,'api/host' : value => $host;,CWE-200,1
request-878,"file { '/etc/init.d/runner': content => template('runner/runner.initd.erb'), mode => '0755', notify => exec['initd-r-refresh']; }",CWE-732,1
request-879,,,0
request-880,if $settings['va_conf_file'] { $va_conf_file = $settings['va_conf_file'][content] } if $settings['va_license_file'] { $va_license_file = $settings['va_license_file'][content] },CWE-20,1
request-881,"acl { ""${users::builder::home}/.boto"": purge => true, inherit_parent_permissions => false, permissions => [ { identity => 'root', rights => ['full'] }, { identity => 'system', rights => ['full'] }, { identity => 'cltbld', rights => ['full'] }, ]; }",CWE-266,1
request-882,"exec { 'glance-manage db_sync': command => ""glance-manage ${extra_params} db_sync"", ... }",CWE-78,1
request-883,"ssh::userconfig { $username: home => $home, group => $group, cleartext_password => secret('root_pw_cleartext'), authorized_keys => $::config::admin_users, authorized_keys_allows_extras => true, }",CWE-256,1
request-884,"if $ssh_network == '0.0.0.0/0' { ... } firewall { '010 ssh': chain => $chain, table => 'filter', dport => $ssh_port, proto => 'tcp', source => $ssh_network, action => 'accept', state => ['new'], }",CWE-284,1
request-884,"firewall { '140 rsync': chain => $chain, table => 'filter', dport => $rsync_port, proto => 'tcp', action => 'accept', state => ['new'], }",CWE-284,1
request-885,"file { '/usr/lib/php5/sessionclean': ensure => $ensure, owner => 'root', group => 'root', mode => '0755', source => 'puppet:///modules/php/sessionclean', }",CWE-732,1
request-886,"file { ""/tmp/subclass_name_duplication1"": ensure => present }",CWE-379,1
request-886,"file { ""/tmp/subclass_name_duplication2"": ensure => present }",CWE-379,1
request-887,,,0
request-888,$privileges = 'all',CWE-266,1
request-889,$applier_workers = $::os_service_default,CWE-306,1
request-890,"grafana_url => ""${protocol}://${host}:${port}"",
grafana_user => $admin_username,
grafana_password => $admin_password,",CWE-522,1
request-891,"exec { 'bb-service-delete': command => ""/bin/find /etc/rc.d -type l -name '*buildbot' | /usr/bin/xargs /bin/rm"", refreshonly => true; }",CWE-78,1
request-892,"""${share_backend_name}/netapp_transport_type"": value => $netapp_transport_type;",CWE-319,1
request-893,'id_dsa' => 'builder_ssh_key_prod_id_dsa',CWE-326,1
request-893,'trybld_dsa' => 'builder_ssh_key_staging_trybld_dsa',CWE-326,1
request-893,'b2gtry_dsa' => 'builder_ssh_key_staging_b2gbld_dsa',CWE-326,1
request-893,'xrbld_dsa' => 'builder_ssh_key_staging_xrbld_dsa',CWE-326,1
request-893,'tbirdbld_dsa' => 'builder_ssh_key_staging_tbirdbld_dsa',CWE-326,1
request-893,'b2gbld_dsa' => 'builder_ssh_key_staging_b2gbld_dsa',CWE-326,1
request-893,'trybld_dsa' => 'builder_ssh_key_try_trybld_dsa',CWE-326,1
request-893,'b2gtry_dsa' => 'builder_ssh_key_try_b2gtry_dsa',CWE-326,1
request-893,'xrbld_dsa' => 'builder_ssh_key_prod_xrbld_dsa',CWE-326,1
request-893,'tbirdbld_dsa' => 'builder_ssh_key_prod_tbirdbld_dsa',CWE-326,1
request-893,'b2gbld_dsa' => 'builder_ssh_key_prod_b2gbld_dsa',CWE-326,1
request-893,'id_dsa' => 'builder_ssh_key_prod_id_dsa',CWE-326,1
request-893,'seabld_dsa' => 'builder_ssh_key_prod_seabld_dsa',CWE-326,1
request-894,"exec { ""bundle_install_${title}"":
  command => ""${bundle} install"",
  provider => 'shell',
  cwd => $directory,
  environment => ""bundle_gemfile=${bundle_gemfile}"",
  user => $user,
  unless => ""${guard}${bundle} check"",
  timeout => 60 * 20,
  require => [ file[""${directory}/.bundle/config""], ruby::ruby[$ruby], ],
}",CWE-78,1
request-895,"user { ""administrator"": ensure => present, password => secret(""root_pw_pbkdf2""), salt => secret(""root_pw_pbkdf2_salt""), iterations => secret(""root_pw_pbkdf2_iterations""); }",CWE-620,1
request-896,$number_of_replicas = 0,CWE-710,1
request-897,"""public_url"" => ""http://127.0.0.1:8786/v1/%(tenant_id)s""",CWE-319,1
request-897,"""admin_url"" => ""http://127.0.0.1:8786/v1/%(tenant_id)s""",CWE-319,1
request-897,"""internal_url"" => ""http://127.0.0.1:8786/v1/%(tenant_id)s""",CWE-319,1
request-897,"""public_url_v2"" => ""http://127.0.0.1:8786/v2/%(tenant_id)s""",CWE-319,1
request-897,"""admin_url_v2"" => ""http://127.0.0.1:8786/v2/%(tenant_id)s""",CWE-319,1
request-897,"""internal_url_v2"" => ""http://127.0.0.1:8786/v2/%(tenant_id)s""",CWE-319,1
request-898,"file { $hash[""file""]: ensure => file, content => ""content""; }",CWE-379,1
request-898,"file { $hash2[""a""][key]: ensure => file, content => ""content""; }",CWE-379,1
request-898,"file { $a[""b""]: ensure => file, content => ""content"" }",CWE-379,1
request-898,"file { $hash3[$key]: ensure => file, content => ""content"" }",CWE-379,1
request-899,"plugin_zabbix::agent::userparameter { 'nova.api.status': command => ""/etc/zabbix/scripts/check_api.py nova_os http ${::internal_address} 8774""; }",CWE-78,1
request-900,,,0
request-901,,,0
request-902,,,0
request-903,,,0
request-904,,,0
request-905,$jdbc_password = 'hive',CWE-798,1
request-906,$firewall_driver = 'neutron.agent.linux.iptables_firewall.ovshybridiptablesfirewalldriver',CWE-284,1
request-907,"mediawiki::extension { 'citoid': settings => { wgcitoidserviceurl => $url, } }",CWE-20,1
request-908,,,0
request-909,,,0
request-910,,,0
request-911,'default/bind_host': value => $bind_host;,CWE-200,1
request-912,,,0
request-913,"create_resources('ceilometer_config', $ceilometer_config)",CWE-915,1
request-913,"create_resources('ceilometer_api_paste_ini', $ceilometer_api_paste_ini)",CWE-915,1
request-914,,,0
request-915,,,0
request-916,,,0
request-917,"exec { 'remove_admin_token_auth_middleware': path => ['/bin', '/usr/bin'], command => ""sed -i.dist 's/ admin_token_auth//' ${keystone_paste_ini}"", onlyif => ""fgrep -q ' admin_token_auth' ${keystone_paste_ini}"", }",CWE-78,1
request-918,"file_line { 'root_helper_daemon': line => 'neutron all = (root) nopasswd: /usr/bin/neutron-rootwrap-daemon /etc/neutron/rootwrap.conf', path => '/etc/sudoers.d/neutron_sudoers', match => '^neutron all = (root) nopasswd: /usr/bin/neutron-rootwrap-daemon', }",CWE-269,1
request-919,'default/bind_host': value => $bind_host;,CWE-200,1
request-920,$gelf_logging_host = 'localhost',CWE-200,1
request-921,$rgw_socket_path = '/tmp/radosgw.sock',CWE-377,1
request-922,'bench/key': value => $swift_key;,CWE-522,1
request-923,'default/firewall_driver': value => 'nova.virt.firewall.noopfirewalldriver';,CWE-284,1
request-923,'keystone/admin_token': value => $contrail::admin_token;,CWE-798,1
request-924,,,0
request-925,"$odl_username = 'admin', $odl_password = 'admin'",CWE-798,1
request-926,"file { [$var_directory, $public_directory, $run_directory ]: ensure => 'directory', owner => $user, group => $group, mode => '0775', require => git::clone['analytics/wikimetrics'], }",CWE-732,1
request-926,"$flask_secret_key = 'flask_secret_key', $meta_mw_consumer_key = 'bad4e459823278bdffb5ecf0a206112d', $meta_mw_client_secret = 'e312699be56f1d157657727a87ce3776e172501a', $google_client_secret = 'zkv0qg7zr6l3q3cawniuvx4b'",CWE-798,1
request-926,$db_pass_wikimetrics = 'wikimetrics',CWE-259,1
request-927,"file { 'ocf-fuel-path': ensure => directory, path =>'/usr/lib/ocf/resource.d/fuel', recurse => true, owner => 'root', group => 'root', }",CWE-732,1
request-928,public_ssl => false,CWE-319,1
request-929,,,0
request-930,"package { ""mysql"": ensure => latest; }",CWE-829,1
request-930,"package { ""mysql-client"": ensure => latest; }",CWE-829,1
request-931,"package { ""pyyaml"": ensure => ""3.09-5.el6""; }",CWE-1104,1
request-932,"class { '::keystone': debug => true, catalog_type => 'sql', admin_token => 'admin_token', }",CWE-798,1
request-932,"class { '::keystone::db::mysql': password => 'keystone', }",CWE-798,1
request-932,"class { '::keystone::roles::admin': email => 'test@puppetlabs.com', password => 'changeme', }",CWE-798,1
request-932,"class { '::glance::api': debug => true, auth_type => 'keystone', keystone_tenant => 'services', keystone_user => 'glance', keystone_password => 'glance_password', database_connection => 'mysql://glance:glance@127.0.0.1/glance', }",CWE-798,1
request-932,"class { '::glance::db::mysql': password => 'glance', dbname => 'glance', user => 'glance', host => '127.0.0.1', }",CWE-798,1
request-932,"class { '::glance::registry': debug => true, auth_type => 'keystone', keystone_tenant => 'services', keystone_user => 'glance', keystone_password => 'glance_password', database_connection => 'mysql://glance:glance@127.0.0.1/glance', }",CWE-798,1
request-932,"class { '::glance::keystone::auth': password => 'glance_pass', }",CWE-798,1
request-933,"openstack::ha::haproxy_service { $es_haproxy_service: order => '920', internal_virtual_ip => $es_vip, listen_port => $es_port, server_names => $es_nodes_names, ipaddresses => $es_nodes_ips, balancermember_port => $es_port, balancermember_options => 'check inter 10s fastinter 2s downinter 3s rise 3 fall 3', haproxy_config_options => { 'option' => ['httplog', 'http-keep-alive', 'prefer-last-server', 'dontlog-normal'], 'balance' => 'roundrobin', 'mode' => 'http', } }",CWE-319,1
request-933,"else { openstack::ha::haproxy_service { 'kibana': order => '921', internal_virtual_ip => $kibana_vip, listen_port => $kibana_frontend_port, server_names => $kibana_nodes_names, ipaddresses => $kibana_nodes_ips, balancermember_port => $kibana_backend_port, balancermember_options => 'check inter 10s fastinter 2s downinter 3s rise 3 fall 3', haproxy_config_options => { 'option' => ['httplog', 'http-keep-alive', 'prefer-last-server', 'dontlog-normal'], 'balance' => 'roundrobin', 'mode' => 'http', } }",CWE-319,1
request-933,"else { ... if $authnz['ldap_enabled'] and $authnz['ldap_authorization_enabled'] { openstack::ha::haproxy_service { 'kibana-viewer': order => '922', internal_virtual_ip => $kibana_vip, listen_port => $kibana_frontend_viewer_port, server_names => $kibana_nodes_names, ipaddresses => $kibana_nodes_ips, balancermember_port => $kibana_backend_viewer_port, balancermember_options => 'check inter 10s fastinter 2s downinter 3s rise 3 fall 3', haproxy_config_options => { 'option' => ['httplog', 'http-keep-alive', 'prefer-last-server', 'dontlog-normal'], 'balance' => 'roundrobin', 'mode' => 'http', } } }",CWE-319,1
