Row_Number,Script,Original_Defect_Label,Misconfiguration_Label_llm,MisconfigurationFound,RelatedCWE,Reason
905,class { '::openstack_tasks::openstack_network::server_nova' :} warning('osnailyfacter/modular/./openstack-network/server-nova.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./openstack-network/server-nova.pp'),1,1,"class { '::openstack_tasks::openstack_network::server_nova' :}, warning('osnailyfacter/modular/./openstack-network/server-nova.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./openstack-network/server-nova.pp')","CWE-116, CWE-117","{'reason': 'A warning has been placed into the openstack network class that openstack-network/server-nova.pp should be used instead of openstack-network/server-nova.pp in newton. this is consistent with the cwe, as the misconfiguration could lead to confusion in regards to the correct file to use.', 'related_cwe': 'CWE-117', 'is_misconfiguration_related': 'Yes'}"
906,"class nova::db::sync( $extra_params = undef, ) { include ::nova::deps include ::nova::params exec { 'nova-db-sync': command => ""/usr/bin/nova-manage ${extra_params} db sync"", refreshonly => true, logoutput => on_failure, subscribe => [ anchor['nova::install::end'], anchor['nova::config::end'], anchor['nova::dbsync::begin'] ], notify => anchor['nova::dbsync::end'], } }",0,1,"anchor['nova::config::end'], anchor['nova::dbsync::end'], include \u0026::nova::deps, nova-manage",CWE-20,"{'reason': 'I would like to explain why this issue is related to the CWE.', 'related_cwe': 'This misconfiguration can cause an attacker to access the system without authorization.', 'is_misconfiguration_related': 'Yes'}"
907,"$value = false file { ""/tmp/falsevalues$value"": ensure => file }",0,1,"ensure => file, file { \","CWE-124, CWE-125","{'reason': ""The misconfiguration is related to CWE-125. The presence of a file with the value 'false' is not common in the configuration of a system. This file may contain sensitive information that should be protected."", 'related_cwe': 'CWE-125', 'is_misconfiguration_related': 'Yes'}"
908,"class contrail::compute::nova { $cgroup_acl_string='[""/dev/null"", ""/dev/full"", ""/dev/zero"",""/dev/random"", ""/dev/urandom"",""/dev/ptmx"",""/dev/kvm"", ""/dev/kqemu"",""/dev/rtc"",""/dev/hpet"", ""/dev/vfio/vfio"",""/dev/net/tun""]' ini_setting { 'set_cgroup_acl_string': ensure => present, path => '/etc/libvirt/qemu.conf', setting => 'cgroup_device_acl', value => $cgroup_acl_string, } ~> service { $contrail::libvirt_name : ensure => 'running', enable => true } nova_config { 'default/network_api_class': value => 'nova.network.neutronv2.api.api'; 'default/neutron_url_timeout': value => '300'; 'default/firewall_driver': value => 'nova.virt.firewall.noopfirewalldriver'; 'default/security_group_api': value => 'neutron'; 'default/heal_instance_info_cache_interval': value => '0'; } if $contrail::compute_dpdk_enabled or $contrail::compute_sriov_enabled { nova_config { 'libvirt/virt_type': value => 'kvm'; 'contrail/use_userspace_vhost': value => true; } file { '/etc/nova/nova-compute.conf': ensure => present, content => '', } } nova_config <||> ~> service { 'nova-compute': ensure => running, enable => true, } }",1,1,"file { '/etc/nova/nova-compute.conf': ensure => present, content => '', }, nova_config <||> ~> service { 'nova-compute': ensure => running, enable => true, }, nova_config { 'default/neutron_url_timeout': value => '300';, service { $contrail::libvirt_name : ensure => 'running', enable => true }, service { 'nova-compute': ensure => running, enable => true, }","CWE-22, CWE-352","{'reason': 'The given misconfiguration allows a malicious user to launch a host-based denial of service (DoS) attack by flooding system resources such as CPU, disk, and memory. When the system resources are exhausted, an attacker can potentially disrupt services, leading to a Denial of Service (DoS) or a Remote Code Execution (RCE) attack. It is important to protect against such attacks because they can lead to data leakage, data manipulation, and even data loss.', 'related_cwe': 'CWE-22, CWE-352', 'is_misconfiguration_related': 'Yes'}"
909,"notice('modular: ironic/network-ovs.pp') $network_scheme = hiera('network_scheme', {}) prepare_network_config($network_scheme) $baremetal_int = get_network_role_property('ironic/baremetal', 'interface') $sdn = generate_network_config() class { 'l23network': use_ovs => true, } -> l23network::l2::bridge { 'br-ironic': provider => 'ovs' } -> l23network::l2::patch { ""patch__${baremetal_int}--br-ironic"": bridges => ['br-ironic', $baremetal_int], provider => 'ovs', mtu => 65000, }",0,1,"provider => 'ovs', mtu => 65000,, use_ovs => true,",CWE-732,"{'reason': 'CWE-732: Incorrect permission reference to external library', 'related_cwe': 'CWE-732', 'is_misconfiguration_related': 'Yes'}"
910,"class cobbler::packages { case $::operatingsystem { /(?i)(centos|redhat)/: { $cobbler_package = 'cobbler' $cobbler_web_package = 'cobbler-web' $dnsmasq_package = 'dnsmasq' $django_package = 'python-django' $openssh_package = 'openssh-clients' $pexpect_package = 'pexpect' case $::operatingsystemrelease { /6.+/: { $cobbler_additional_packages = ['xinetd', 'tftp-server', 'syslinux', 'wget', 'python-ipaddr','fence-agents', 'bind-utils'] } /7.+/: { $cobbler_additional_packages = ['xinetd', 'tftp-server', 'syslinux', 'wget', 'python-ipaddr','fence-agents-all', 'bind-utils'] } } } /(?i)(debian|ubuntu)/: { $cobbler_package = 'cobbler' $cobbler_web_package = 'cobbler-web' $dnsmasq_package = 'dnsmasq' $cobbler_additional_packages = ['tftpd-hpa', 'syslinux', 'wget','python-ipaddr', 'fence-agents', 'dnsutils', 'bind9-host'] $django_package = 'python-django' $django_version = '1.3.1-4ubuntu1' $openssh_package = 'openssh-client' $pexpect_package = 'python-pexpect' } } ensure_packages($cobbler_additional_packages) package { $django_package : ensure => present } package { $cobbler_package : require => [ package[$dnsmasq_package], package[$cobbler_additional_packages], package[$django_package], ], } package { $cobbler_web_package : require => package[$cobbler_package] } package { $dnsmasq_package: ensure => installed } package { $openssh_package: ensure => installed } package { $pexpect_package: ensure => installed } package<||> }",1,1,"class cobbler::packages, ensure_packages($cobbler_additional_packages), package { $cobbler_package : require => [ package[$dnsmasq_package], package[$cobbler_additional_packages], package[$django_package], ], }, package { $django_package : ensure => present }, package { $dnsmasq_package: ensure => installed }, package { $openssh_package : ensure => installed }, package { $openssh_package: ensure => installed }, package { $pexpect_package : ensure => installed }, package { $pexpect_package: ensure => installed }, package<||>","CWE-16, CWE-601","{'reason': 'The given defect could lead to an injection attack by misconfiguring the script.', 'related_cwe': 'CWE-16,CWE-601', 'is_misconfiguration_related': 'Yes'}"
911,"class {{cookiecutter.project_name}}::keystone::auth ( $password, $auth_name = '{{cookiecutter.project_name}}', $email = '{{cookiecutter.project_name}}@localhost', $tenant = 'services', $configure_endpoint = true, $configure_user = true, $configure_user_role = true, $service_name = '{{cookiecutter.project_name}}', $service_description = '{{cookiecutter.project_name}} fixme service', $service_type = 'fixme', $region = 'regionone', $public_url = 'http://127.0.0.1:fixme', $admin_url = 'http://127.0.0.1:fixme', $internal_url = 'http://127.0.0.1:fixme', ) { if $configure_user_role { keystone_user_role[""${auth_name}@${tenant}""] ~> service <| name == '{{cookiecutter.project_name}}-server' |> } keystone_endpoint[""${region}/${service_name}::${service_type}""] ~> service <| name == '{{cookiecutter.project_name}}-server' |> keystone::resource::service_identity { '{{cookiecutter.project_name}}': configure_user => $configure_user, configure_user_role => $configure_user_role, configure_endpoint => $configure_endpoint, service_name => $service_name, service_type => $service_type, service_description => $service_description, region => $region, auth_name => $auth_name, password => $password, email => $email, tenant => $tenant, public_url => $public_url, internal_url => $internal_url, admin_url => $admin_url, } }",0,1,keystone::resource::service_identity { '{{cookiecutter.project_name}}':,CWE-502,"{'reason': 'Reasoning', 'related_cwe': 'CWE-Related', 'is_misconfiguration_related': 'Yes/No'}"
912,"class nova::objectstore( $enabled = true, $manage_service = true, $ensure_package = 'present', $bind_address = '0.0.0.0' ) { include ::nova::deps include ::nova::params nova::generic_service { 'objectstore': enabled => $enabled, manage_service => $manage_service, package_name => $::nova::params::objectstore_package_name, service_name => $::nova::params::objectstore_service_name, ensure_package => $ensure_package, } nova_config { 'default/s3_listen': value => $bind_address; } }",0,1,"nova::generic_service { 'objectstore':, nova::objectstore( $enabled = true, $manage_service = true, $ensure_package = 'present', $bind_address = '0.0.0.0' ) {, nova_config { 'default/s3_listen': value => $bind_address; }",CWE-732,"{'reason': ""The Nova objectstore service is listening on an IP address that can be resolved to multiple networks.  It is a potential vulnerability to expose services on multiple networks and expose the service to hosts outside of it's intended scope.  The Nova objectstore service could be bound to a more specific network or subnetwork to restrict access to hosts outside of the intended service scope."", 'related_cwe': 'CWE-732', 'is_misconfiguration_related': 'Yes'}"
913,include ::openstack_tasks::heat::cfn_keystone warning('osnailyfacter/modular/./heat/cfn_keystone.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./heat/cfn_keystone.pp'),0,1,"include ::openstack_tasks::heat::cfn_keystone, warning('osnailyfacter/modular/./heat/cfn_keystone.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./heat/cfn_keystone.pp')","CWE-200, CWE-480","{'reason': 'The error warning is caused by a deprecated file, and its functionality should be moved to a new file. This means that the warning is not an exploitable issue and it should not be related to a CWE. Instead, it should be reported as a minor warning. The warning itself is not related to the CWE.', 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
914,"class puppet::agent( $ensure, $enable, ) { service { 'puppet': ensure => $ensure, enable => $enable, } }",0,1,"class puppet::agent( $ensure, $enable,) { service { 'puppet': ensure => $ensure, enable => $enable, } }, class puppet::agent($ensure, $enable) { service { 'puppet': ensure => $ensure, enable => $enable, } }, class puppet::agent($ensure, $enable, ) { service { 'puppet': ensure => $ensure, enable => $enable, } }, class puppet::agent($ensure, $enable,) { service { 'puppet': ensure => $ensure, enable => $enable, } }, class puppet::agent(\\n $ensure, \\n $enable, \\n)\\n {service { 'puppet': ensure => $ensure, enable => $enable, }\\n}, class puppet::agent(\n $ensure, \n $enable, \n)\n {service { 'puppet': ensure => $ensure, enable => $enable, }\n}",CWE-89,"{'reason': ""The vulnerability described by CWE-89 involves insufficiently encoded input in a web application, where attacker-controlled data is not properly sanitized before being displayed to the user. This is related to the potential misconfiguration vulnerability observed in Puppet's 'ensure' and 'enable' attributes in the 'class puppet::agent'. While this issue may not affect every Puppet instance, it could allow an adversary to compromise the Puppet agent service in a worst-case scenario. The reason this is related to CWE-89 is because, like the vulnerability in the 'class puppet::agent', this vulnerability could allow an attacker to inject arbitrary data into the Puppet agent service."", 'related_cwe': 'CWE-89', 'is_misconfiguration_related': 'Yes'}"
915,"class osnailyfacter::astute::upload_cirros { notice('modular: astute/upload_cirros.pp') $test_vm_images = hiera('test_vm_image') $glance_images = generate_glance_images(flatten([$test_vm_images])) $defaults = { 'ensure' => 'present', } include ::osnailyfacter::wait_for_glance_backends create_resources(glance_image, $glance_images, $defaults) class['osnailyfacter::wait_for_glance_backends'] -> glance_image<||> }",1,1,"class['osnailyfacter::wait_for_glance_backends'] -> glance_image<||>, create_resources(glance_image, $glance_images, $defaults), include ::osnailyfacter::wait_for_glance_backends",CWE-732,"{'reason': 'The misconfiguration involves resource management and is not related to the provided CWE.', 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
916,"class bacula_client($cert, $key) { include ::config include packages::bacula_enterprise_client include bacula_client::settings case $operatingsystem { centos, darwin: { $bacula_director = $::config::bacula_director $bacula_fd_port = $::config::bacula_fd_port $bacula_director_password = secret(""bacula_director_password"") file { ""${bacula_client::settings::confpath}/bacula-fd.conf"": ensure => file, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0640', notify => service[$bacula_client::settings::servicename], show_diff => false, require => class['packages::bacula_enterprise_client'], content => template('bacula_client/bacula-fd.conf.erb'); '/opt/bacula/ssl': ensure => directory, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0640', purge => true, recurse => true, require => class['packages::bacula_enterprise_client']; '/opt/bacula/ssl/cacert.pem': ensure => file, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0640', notify => service[$bacula_client::settings::servicename], require => file['/opt/bacula/ssl'], content => $::config::bacula_cacert; ""/opt/bacula/ssl/${fqdn}-crt.pem"": ensure => file, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0640', notify => service[$bacula_client::settings::servicename], require => file['/opt/bacula/ssl'], content => $cert; ""/opt/bacula/ssl/${fqdn}-key.pem"": ensure => file, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0600', notify => service[$bacula_client::settings::servicename], show_diff => false, require => file['/opt/bacula/ssl'], content => $key; } service { $bacula_client::settings::servicename: ensure => running, enable => true, require => class['packages::bacula_enterprise_client']; } } default: { fail(""bacula not supported on $operatingsystem"") } } }",1,1,"class['packages::bacula_enterprise_client'], content => $::config::bacula_cacert, content => $cert, content => $key, mode => '0600', notify => service[$bacula_client::settings::servicename], show_diff => false,, notify => service[$bacula_client::settings::servicename],, show_diff => false,","CWE-117, CWE-120, CWE-798","{'reason': 'Bacula, being a backup solution, could allow attackers to gain a foothold into the system and manipulate files and data in the client nodes, as it is a client/server architecture. To prevent this, files should be only readable by the daemon user. As for the other CWE, it is relevant because the code is not properly sanitizing the user input in the template content, which is dangerous.', 'related_cwe': 'CWE-117, CWE-120, CWE-798', 'is_misconfiguration_related': 'Yes'}"
917,class toplevel::mixin::releaserunner { include ::releaserunner },0,1,class toplevel::mixin::releaserunner { include ::releaserunner },CWE-352,"{'reason': ""The class'releaserunner' in module 'toplevel' has an include declaration in module'mixin'. This is bad because classes that have an include declaration inside another class (module) should not be changed or overwritten. When you include a class, that class cannot be removed or altered by other users. By including a class inside another class, a user's modifications to that included class can be undone. This makes it impossible to tell if a class's modifications are yours or someone else's. The best practice is to include classes outside other classes. If a class is already included inside a module, it can be included from outside a module without issue. A good solution for this would be to delete the include declaration and to move the"", 'related_cwe': 'CWE-352', 'is_misconfiguration_related': 'Yes'}"
918,"class sysfs::install inherits sysfs::params { file { owner => 'root', group => 'root', mode => '0755', } if $::osfamily == 'redhat' { file { 'sysfsutils.init' : ensure => 'present', name => ""/etc/init.d/${service}"", source => 'puppet:///modules/sysfs/centos-sysfsutils.init.sh', } } package { 'sysfsutils' : ensure => 'installed', name => $package, } file { 'sysfs.d' : ensure => 'directory', name => $config_dir, } }",1,1,"file { owner => 'root', group => 'root', mode => '0755', }, file { owner => 'root', group => 'root', mode => '0755', } if $::osfamily =='redhat' { file {'sysfsutils.init' : ensure => 'present', name =>, file {'sysfs.d' : ensure => 'directory', name => $config_dir, }, file {'sysfsutils.init' : ensure => 'present', name =>, if $::osfamily =='redhat' { file {'sysfsutils.init' : ensure => 'present', name =>, package {'sysfsutils' : ensure => 'installed', name => $package, }",CWE-250,"{'reason': 'The provided misconfiguration is related to the given CWE. The file directive contains permissions set that grant full access for users. This could lead to an increased likelihood of exploitation as attackers would not be required to authenticate themselves to obtain full access to a file.', 'related_cwe': 'CWE-250', 'is_misconfiguration_related': 'Yes'}"
919,"class role::mobileapp { include ::role::mobilefrontend include ::role::cite mediawiki::extension { 'mobileapp': require => mediawiki::extension['mobilefrontend'], } }",0,1,"class role::mobileapp {, include ::role::cite, include ::role::mobileapp, include ::role::mobilefrontend, mediawiki::extension {'mobileapp': require => mediawiki::extension['mobilefrontend'], }, mediawiki::extension {'mobilefrontend': }",CWE-284,"{'reason': 'There is a reference to a class, class::role::mobileapp, that is not defined anywhere. In this instance, it is assumed that it is a valid class as it is being referenced in other sections of the Puppet manifest. It should be defined or removed in order to avoid security vulnerabilities.', 'related_cwe': 'CWE-284', 'is_misconfiguration_related': 'Yes'}"
920,"class neutron::plugins::midonet ( $midonet_api_ip = '127.0.0.1', $midonet_api_port = '8080', $keystone_username = 'neutron', $keystone_password = $::os_service_default, $keystone_tenant = 'services', $sync_db = false, $purge_config = false, $package_ensure = 'present' ) { include ::neutron::deps include ::neutron::params ensure_resource('file', '/etc/neutron/plugins/midonet', { ensure => directory, owner => 'root', group => 'neutron', mode => '0640'} ) resources { 'neutron_plugin_midonet': purge => $purge_config, } package { 'python-networking-midonet': ensure => $package_ensure, name => $::neutron::params::midonet_server_package, tag => ['neutron-package', 'openstack'], } neutron_plugin_midonet { 'midonet/midonet_uri': value => ""http://${midonet_api_ip}:${midonet_api_port}/midonet-api""; 'midonet/username': value => $keystone_username; 'midonet/password': value => $keystone_password, secret =>true; 'midonet/project_id': value => $keystone_tenant; } if $::osfamily == 'debian' { file_line { '/etc/default/neutron-server:neutron_plugin_config': path => '/etc/default/neutron-server', match => '^neutron_plugin_config=(.*)$', line => ""neutron_plugin_config=${::neutron::params::midonet_config_file}"", tag => 'neutron-file-line', } } if defined(file['/etc/neutron/plugin.ini']) { file <| path == '/etc/neutron/plugin.ini' |> { target => $::neutron::params::midonet_config_file } } else { file {'/etc/neutron/plugin.ini': ensure => link, target => $::neutron::params::midonet_config_file, tag => 'neutron-config-file' } } if $sync_db { package<| title == 'python-networking-midonet' |> ~> exec['midonet-db-sync'] exec { 'midonet-db-sync': command => 'neutron-db-manage --subproject networking-midonet upgrade head', path => '/usr/bin', subscribe => [ anchor['neutron::install::end'], anchor['neutron::config::end'], anchor['neutron::dbsync::begin'], exec['neutron-db-sync'] ], notify => anchor['neutron::dbsync::end'], refreshonly => true } } }",1,1,"keystone_password, keystone_tenant, keystone_username, midonet_api_ip, midonet_api_port, package_ensure, purge_config, python-networking-midonet, sync_db",CWE-522,"{'reason': 'keystone_username, keystone_tenant, keystone_password, midonet_api_ip, midonet_api_port, python-networking-midonet, sync_db are all parameters for neutron_plugin_midonet. midonet is a specific plugin type, which is a neutron Plugin Class. All the parameters for this plugin type will be included in this plugin class. Therefore, the misconfiguration is related to the provided CWE.', 'related_cwe': 'CWE-522', 'is_misconfiguration_related': 'Yes'}"
921,"define cluster::corosync::cs_service ( $ocf_script, $service_name, $service_title = undef, $package_name = undef, $csr_complex_type = undef, $csr_ms_metadata = undef, $csr_parameters = undef, $csr_metadata = undef, $csr_mon_intr = 20, $csr_mon_timeout = 20, $csr_timeout = 60, $primary = true, $hasrestart = true, ) { $service_true_title = $service_title ? { undef => $service_name, default => $service_title } if $primary { pcmk_resource { ""p_${service_true_title}"": ensure => 'present', primitive_class => 'ocf', primitive_provider => 'fuel', primitive_type => $ocf_script, complex_type => $csr_complex_type, complex_metadata => $csr_ms_metadata, parameters => $csr_parameters, metadata => $csr_metadata, name => $service_name, operations => { 'monitor' => { 'interval' => $csr_mon_intr, 'timeout' => $csr_mon_timeout }, 'start' => { 'interval' => '0', 'timeout' => $csr_timeout }, 'stop' => { 'interval' => '0', 'timeout' => $csr_timeout } } } pcmk_resource[""p_${service_true_title}""] -> service<| title == $service_true_title |> } if ! $package_name { warning('cluster::corosync::cs_service: without package definition can\'t protect service for autostart correctly.') } else { tweaks::ubuntu_service_override { ""${service_name}"": package_name => $package_name, } -> service<| title==""${service_true_title}"" |> } service<| title==""${service_true_title}"" |> { name => $service_name, provider => 'pacemaker', } }",1,1,puppet code snippet,CWE-,"{'reason': 'Misconfiguration is related to the CVE because of issue with improper user validation. Since this code does not have sufficient validations to prevent SQL injection, an attacker can exploit the code through a SQL injection vulnerability.', 'related_cwe': 'CWE-113, CWE-119, CWE-352', 'is_misconfiguration_related': 'Yes'}"
922,"class congress::keystone::authtoken( $password, $username = 'congress', $auth_url = 'http://localhost:35357', $project_name = 'services', $user_domain_name = $::os_service_default, $project_domain_name = $::os_service_default, $insecure = $::os_service_default, $auth_section = $::os_service_default, $auth_type = 'password', $auth_uri = 'http://localhost:5000', $auth_version = $::os_service_default, $cache = $::os_service_default, $cafile = $::os_service_default, $certfile = $::os_service_default, $check_revocations_for_cached = $::os_service_default, $delay_auth_decision = $::os_service_default, $enforce_token_bind = $::os_service_default, $hash_algorithms = $::os_service_default, $http_connect_timeout = $::os_service_default, $http_request_max_retries = $::os_service_default, $include_service_catalog = $::os_service_default, $keyfile = $::os_service_default, $memcache_pool_conn_get_timeout = $::os_service_default, $memcache_pool_dead_retry = $::os_service_default, $memcache_pool_maxsize = $::os_service_default, $memcache_pool_socket_timeout = $::os_service_default, $memcache_pool_unused_timeout = $::os_service_default, $memcache_secret_key = $::os_service_default, $memcache_security_strategy = $::os_service_default, $memcache_use_advanced_pool = $::os_service_default, $memcached_servers = $::os_service_default, $region_name = $::os_service_default, $revocation_cache_time = $::os_service_default, $signing_dir = $::os_service_default, $token_cache_time = $::os_service_default, ) { keystone::resource::authtoken { 'congress_config': username => $username, password => $password, project_name => $project_name, auth_url => $auth_url, auth_uri => $auth_uri, auth_version => $auth_version, auth_type => $auth_type, auth_section => $auth_section, user_domain_name => $user_domain_name, project_domain_name => $project_domain_name, insecure => $insecure, cache => $cache, cafile => $cafile, certfile => $certfile, check_revocations_for_cached => $check_revocations_for_cached, delay_auth_decision => $delay_auth_decision, enforce_token_bind => $enforce_token_bind, hash_algorithms => $hash_algorithms, http_connect_timeout => $http_connect_timeout, http_request_max_retries => $http_request_max_retries, include_service_catalog => $include_service_catalog, keyfile => $keyfile, memcache_pool_conn_get_timeout => $memcache_pool_conn_get_timeout, memcache_pool_dead_retry => $memcache_pool_dead_retry, memcache_pool_maxsize => $memcache_pool_maxsize, memcache_pool_socket_timeout => $memcache_pool_socket_timeout, memcache_secret_key => $memcache_secret_key, memcache_security_strategy => $memcache_security_strategy, memcache_use_advanced_pool => $memcache_use_advanced_pool, memcache_pool_unused_timeout => $memcache_pool_unused_timeout, memcached_servers => $memcached_servers, region_name => $region_name, revocation_cache_time => $revocation_cache_time, signing_dir => $signing_dir, token_cache_time => $token_cache_time, } }",1,1,"auth_section => $auth_section,, auth_type => $auth_type,, auth_uri => $auth_uri,, auth_version => $auth_version,, project_domain_name => $project_domain_name,, project_name => $project_name,, region_name => $region_name,, signing_dir => $signing_dir,, token_cache_time => $token_cache_time,, user_domain_name => $user_domain_name,",CWE-798,"{'reason': ""User input of a variable to a secret key or other private value should never occur, as this represents a potential vulnerability where that key is stored in the puppet config file, allowing anyone who gains access to the file to access sensitive information.  In this case, the value in question is the password used by the Congress service, which would be used to access the Keystone service's API to retrieve information.  This represents a significant privacy vulnerability if a miscreant were to gain access to the Puppet configuration file containing the secrets of the Congress service."", 'related_cwe': 'CWE-798', 'is_misconfiguration_related': 'Yes'}"
923,class { '::openstack_tasks::glance::keystone' :} warning('osnailyfacter/modular/./glance/keystone.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./glance/keystone.pp'),0,1,"class { '::openstack_tasks::glance::keystone' :}, warning('osnailyfacter/modular/./glance/keystone.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./glance/keystone.pp')","CWE-252: Missing Encryption of Sensitive Data, CWE-255: Cryptographic Errors, CWE-256: Privilege Challenging, CWE-257: Missing Authentication for Critical Function, CWE-258: Improper Access Control, CWE-259: Other Information Disclosure, CWE-260: Missing Encryption of Sensitive System Information, CWE-261: Missing Authorization","{'reason': ""the provided script is a warning message, and it doesn't contain any errors. it is not related to CWE"", 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
924,"class packages::mozilla::mig_agent { anchor { 'packages::mozilla::mig_agent::begin': ; 'packages::mozilla::mig_agent::end': ; } case $::operatingsystem { 'centos', 'redhat': { realize(packages::yumrepo['mig-agent']) anchor['packages::mozilla::mig_agent::begin'] -> package { 'mig-agent': ensure => '20150330+e3f41a6.prod-1' } -> anchor['packages::mozilla::mig_agent::end'] } 'ubuntu': { realize(packages::aptrepo['mig-agent']) anchor['packages::mozilla::mig_agent::begin'] -> package { 'mig-agent': ensure => '20150330+e3f41a6.prod' } -> anchor['packages::mozilla::mig_agent::end'] } 'darwin': { anchor['packages::mozilla::mig_agent::begin'] -> packages::pkgdmg { 'mig-agent': version => '20150402+1c880e7.prod-x86_64', os_version_specific => false; } -> anchor['packages::mozilla::mig_agent::end'] } default: { fail(""mig is not supported on ${::operatingsystem}"") } } }",1,1,"case $::operatingsystem { 'centos','redhat': {","CWE-19, CWE-20, CWE-25, CWE-26","{'reason': 'Explain why the misconfiguration is not related to the provided CWE', 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
925,"class swift::proxy::proxy_logging { include ::swift::deps concat::fragment { 'swift_proxy-logging': target => '/etc/swift/proxy-server.conf', content => template('swift/proxy/proxy-logging.conf.erb'), order => '270', } }",0,1,"class swift::proxy::proxy_logging {\\ninclude ::swift::deps\\n\\nconcat::fragment {\\n'swift_proxy-logging':\\n\\n, concat::fragment {'swift_proxy-logging':\n, content => template('swift/proxy/proxy-logging.conf.erb'),, order => '270',\\\\n}, order => '270',\\n}, order => '270',\n}, target => '/etc/swift/proxy-server.conf',",CWE-1005,"{'reason': 'I chose Yes because the issue is a possible file inclusion and the attacker could write code to include the file', 'related_cwe': 'CWE-1005', 'is_misconfiguration_related': 'Yes'}"
926,class { '::osnailyfacter::globals::globals' :},1,1,class { '::osnailyfacter::globals::globals' :},"CWE-116: Improper Encoding or Escaping of Output, CWE-16: Improper Handling of Unique Names, CWE-200: Exposure of Sensitive Information to an Unauthorized Actor, CWE-74: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'), CWE-78: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","{'reason': 'The misconfiguration is related to CWE-78', 'related_cwe': 'CWE-78', 'is_misconfiguration_related': 'Yes'}"
927,"class haproxy::config inherits haproxy { if $caller_module_name != $module_name { fail(""use of private class ${name} by ${caller_module_name}"") } concat { $haproxy::config_file: owner => '0', group => '0', mode => '0644', } concat::fragment { '00-header': target => $haproxy::config_file, order => '01', content => "" } concat::fragment { 'haproxy-base': target => $haproxy::config_file, order => '10', content => template('haproxy/haproxy-base.cfg.erb'), } if $haproxy::global_options['chroot'] { file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } } }",1,1,"concat { $haproxy::config_file: owner => '0', group => '0', mode => '0644', }, concat { $haproxy::config_file: owner => '0', group => '0', mode => '0644', } concat::fragment { '00-header': target => $haproxy::config_file, order => '01', content =>, concat::fragment { '00-header': target => $haproxy::config_file, order => '01', content =>, concat::fragment { 'haproxy-base': target => $haproxy::config_file, order => '10', content => template('haproxy/haproxy-base.cfg.erb'), } if $haproxy::global_options['chroot'] { file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } } }, file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } }, if $haproxy::global_options['chroot'] { file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } }, if $haproxy::global_options['chroot'] { file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } } }, template('haproxy/haproxy-base.cfg.erb'), } if $haproxy::global_options['chroot'] { file { $haproxy::global_options['chroot']: ensure => directory, owner => $haproxy::global_options['user'], group => $haproxy::global_options['group'], } } }","CWE-200:Information Exposure, CWE-668:Use of Potentially Dangerous Function","{'reason': 'The use of the function is dangerous because it creates the directory under which the user has permissions.', 'related_cwe': 'CWE-668, CWE-200', 'is_misconfiguration_related': 'Yes'}"
928,"class gnocchi::db::postgresql( $password, $dbname = 'gnocchi', $user = 'gnocchi', $encoding = undef, $privileges = 'all', ) { class['gnocchi::db::postgresql'] -> service<| title == 'gnocchi' |> ::openstacklib::db::postgresql { 'gnocchi': password_hash => postgresql_password($user, $password), dbname => $dbname, user => $user, encoding => $encoding, privileges => $privileges, } ::openstacklib::db::postgresql['gnocchi'] ~> exec<| title == 'gnocchi-db-sync' |> }",0,1,"class['gnocchi::db::postgresql'], class['gnocchi::db::postgresql'] -> service<| title == 'gnocchi' |>, exec<| title == 'gnocchi-db-sync' |>}, openstacklib::db::postgresql { 'gnocchi': password_hash => postgresql_password($user, $password), dbname => $dbname, user => $user, encoding => $encoding, privileges => $privileges, }, service<| title == 'gnocchi' |>",CWE-295,"{'reason': 'the provided password hash value and database user credentials (\\', 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
