File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
933,"define heka::output::http ( $config_dir, $url, $encoder = $title, $message_matcher = 'false', $username = undef, $password = undef, $timeout = undef, $method = 'post', $headers = {}, $use_buffering = true, $max_buffer_size = 1024 * 1024 * 1024, $queue_full_action = 'drop', $max_file_size = undef, $ensure = present, ) { include heka::params validate_hash($headers) if $use_buffering { validate_buffering($max_buffer_size, $max_file_size, $queue_full_action) } file { ""${config_dir}/output-${title}.toml"": ensure => $ensure, content => template('heka/output/http.toml.erb'), mode => '0600', owner => $heka::params::user, group => $heka::params::user, } }",0,933,$message_matcher = 'false',CWE-807,1,1
934,"class swift::storage::container( $manage_service = true, $enabled = true, $package_ensure = 'present', $allowed_sync_hosts = ['127.0.0.1'], $config_file_name = 'container-server.conf', $service_provider = $::swift::params::service_provider ) inherits ::swift::params { include ::swift::deps swift_config<| |> ~> service['swift-container-updater'] swift::storage::generic { 'container': manage_service => $manage_service, enabled => $enabled, package_ensure => $package_ensure, config_file_name => $config_file_name, service_provider => $service_provider } if $manage_service { if $enabled { $service_ensure = 'running' } else { $service_ensure = 'stopped' } } swift::service { 'swift-container-updater': os_family_service_name => $::swift::params::container_updater_service_name, service_ensure => $service_ensure, enabled => $enabled, config_file_name => $config_file_name, service_provider => $service_provider, require => package['swift-container'], subscribe => concat[""/etc/swift/${config_file_name}""], } if $::osfamily == 'debian' { swift::service { 'swift-container-sync': os_family_service_name => $::swift::params::container_sync_service_name, service_ensure => $service_ensure, enabled => $enabled, config_file_name => $config_file_name, service_provider => $service_provider, require => package['swift-container'], subscribe => concat[""/etc/swift/${config_file_name}""], } swift_config<| |> ~> service['swift-container-sync'] } }",0,934,$allowed_sync_hosts = ['127.0.0.1'],CWE-284,1,1
935,"class monasca::keystone::auth ( $auth_name = 'monasca', $admin_email = 'monasca@localhost', $agent_email = 'monasca@localhost', $user_email = 'monasca@localhost', $configure_user = true, $configure_user_role = true, $service_name = undef, $service_type = 'monitoring', $service_description = 'openstack monitoring service', $public_address = '127.0.0.1', $admin_address = '127.0.0.1', $internal_address = '127.0.0.1', $tenant = 'services', $public_protocol = 'http', $admin_protocol = 'http', $internal_protocol = 'http', $configure_endpoint = true, $public_url = undef, $admin_url = undef, $internal_url = undef, $role_agent = 'monasca-agent', $role_delegate = 'monitoring-delegate', $role_user = 'monasca-user', $user_roles_agent = undef, $user_roles_admin = undef, $user_roles_user = undef, ) { include ::monasca::params $admin_name = $::monasca::params::admin_name $agent_name = $::monasca::params::agent_name $user_name = $::monasca::params::user_name $admin_password = $::monasca::params::admin_password $agent_password = $::monasca::params::agent_password $user_password = $::monasca::params::user_password $port = $::monasca::params::port $api_version = $::monasca::params::api_version $region = $::monasca::params::region if $public_url { $public_url_real = $public_url } else { $public_url_real = ""${public_protocol}://${public_address}:${port}/${api_version}"" } if $admin_url { $admin_url_real = $admin_url } else { $admin_url_real = ""${admin_protocol}://${admin_address}:${port}/${api_version}"" } if $internal_url { $internal_url_real = $internal_url } else { $internal_url_real = ""${internal_protocol}://${internal_address}:${port}/${api_version}"" } if $service_name { $real_service_name = $service_name } else { $real_service_name = $auth_name } if $configure_user { keystone_user { $agent_name: ensure => present, password => $agent_password, email => $agent_email, before => service['monasca-agent'], } keystone_user { $user_name: ensure => present, password => $user_password, email => $user_email, before => service['monasca-agent'], } } if $configure_user_role { keystone_user_role[""${admin_name}@${tenant}""] ~> service <| name == 'monasca-api' |> keystone_user_role[""${agent_name}@${tenant}""] ~> service <| name == 'monasca-api' |> keystone_user_role[""${user_name}@${tenant}""] ~> service <| name == 'monasca-api' |> if !defined(keystone_role[$role_agent]) { keystone_role { $role_agent: ensure => present, } } if !defined(keystone_role[$role_delegate]) { keystone_role { $role_delegate: ensure => present, } } if !defined(keystone_role[$role_user]) { keystone_role { $role_user: ensure => present, } } if $user_roles_agent { $real_user_roles_agent = $user_roles_agent } else { $real_user_roles_agent = [$role_agent, $role_delegate] } if $user_roles_admin { $real_user_roles_admin = $user_roles_admin } else { $real_user_roles_admin = ['admin'] } if $user_roles_user { $real_user_roles_user = $user_roles_user } else { $real_user_roles_user = [$role_user] } keystone_user_role { ""${agent_name}@${tenant}"": ensure => present, roles => $real_user_roles_agent, before => service['monasca-agent'], } keystone_user_role { ""${user_name}@${tenant}"": ensure => present, roles => $real_user_roles_user, before => service['monasca-agent'], } } keystone::resource::service_identity { 'monasca service': configure_user => $configure_user, configure_user_role => $configure_user_role, configure_endpoint => $configure_endpoint, service_type => $service_type, service_description => $service_description, service_name => $real_service_name, region => $region, roles => $real_user_roles_admin, auth_name => $admin_name, password => $admin_password, email => $admin_email, tenant => $tenant, public_url => $public_url_real, admin_url => $admin_url_real, internal_url => $internal_url_real, } if $configure_endpoint { keystone_endpoint[""${region}/${real_service_name}::${service_type}""] ~> service <| name == 'monasca-api' |> } }",1,935,,,0,1
936,"class lma_collector::logs::pacemaker { include lma_collector::params include lma_collector::service::log $config_dir = $lma_collector::params::log_config_dir $lua_modules_dir = $lma_collector::params::lua_modules_dir heka::decoder::sandbox { 'pacemaker': config_dir => $config_dir, filename => ""${lma_collector::params::plugins_dir}/decoders/pacemaker_log.lua"", config => { syslog_pattern => $lma_collector::params::syslog_pattern, }, module_directory => $lua_modules_dir, notify => class['lma_collector::service::log'], } heka::input::logstreamer { 'pacemaker': config_dir => $config_dir, decoder => 'pacemaker', file_match => 'pacemaker\.log$', differentiator => '[ \'pacemaker\' ]', require => heka::decoder::sandbox['pacemaker'], notify => class['lma_collector::service::log'], } }",1,936,,,0,1
937,"class packages::libevent { case $::operatingsystem { centos: { package { [""libevent"", ""libevent-devel""]: ensure => latest; } } darwin: { packages::pkgdmg { libevent: version => ""2.0.21-stable""; } } default: { fail(""cannot install on $::operatingsystem"") } } }",0,937,ensure => latest,CWE-510,1,1
938,"class barbican::db::mysql( $password, $dbname = 'barbican', $user = 'barbican', $host = '127.0.0.1', $charset = 'utf8', $collate = 'utf8_general_ci', $allowed_hosts = undef ) { validate_string($password) ::openstacklib::db::mysql { 'barbican': user => $user, password_hash => mysql_password($password), dbname => $dbname, host => $host, charset => $charset, collate => $collate, allowed_hosts => $allowed_hosts, } ::openstacklib::db::mysql['barbican'] ~> exec<| title == 'barbican-db-manage' |> }",1,938,$allowed_hosts = undef,CWE-284,1,1
939,"notice('fuel-plugin-influxdb-grafana: enable_quorum.pp') prepare_network_config(hiera_hash('network_scheme', {})) $corosync_roles = hiera_array('lma::corosync_roles') $network_metadata = hiera_hash('network_metadata') $nodes = get_nodes_hash_by_roles($network_metadata, $corosync_roles) $fuel_version = 0 + hiera('fuel_version') if count($nodes) > 2 { $policy = 'stop' } else { $policy = 'ignore' } if $fuel_version < 9.0 { cs_property { 'no-quorum-policy': ensure => present, value => $policy, provider => 'crm', } } else { pcmk_property { 'no-quorum-policy': ensure => present, value => $policy, } }",0,939,,,0,1
940,"class heat::cors ( $allowed_origin = $::os_service_default, $allow_credentials = $::os_service_default, $expose_headers = $::os_service_default, $max_age = $::os_service_default, $allow_methods = $::os_service_default, $allow_headers = $::os_service_default, ) { include ::heat::deps oslo::cors { 'heat_config': allowed_origin => $allowed_origin, allow_credentials => $allow_credentials, expose_headers => $expose_headers, max_age => $max_age, allow_methods => $allow_methods, allow_headers => $allow_headers, } }",0,940,,,0,1
941,class { '::openstack_tasks::aodh::db' :} class mysql::config {} include mysql::config class mysql::server {} include mysql::server warning('osnailyfacter/modular/./aodh/db.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./aodh/db.pp'),0,941,,,0,1
942,"define ceph::rgw ( $pkg_radosgw = $::ceph::params::pkg_radosgw, $rgw_ensure = 'running', $rgw_enable = true, $rgw_data = ""/var/lib/ceph/radosgw/ceph-${name}"", $user = $::ceph::params::user_radosgw, $keyring_path = ""/etc/ceph/ceph.client.${name}.keyring"", $log_file = '/var/log/ceph/radosgw.log', $rgw_dns_name = $::fqdn, $rgw_socket_path = $::ceph::params::rgw_socket_path, $rgw_print_continue = false, $rgw_port = undef, $frontend_type = 'apache-fastcgi', $rgw_frontends = 'fastcgi socket_port=9000 socket_host=127.0.0.1', $syslog = true, ) { include ::stdlib unless $name =~ /^radosgw\..+/ { fail(""define name must be started with 'radosgw.'"") } ceph_config { ""client.${name}/host"": value => $::hostname; ""client.${name}/keyring"": value => $keyring_path; ""client.${name}/log_file"": value => $log_file; ""client.${name}/user"": value => $user; } if($frontend_type == 'civetweb') { if( $rgw_frontends =~ /civetweb/ ) { ceph::rgw::civetweb { $name: rgw_frontends => $rgw_frontends, } } } elsif ( ( $frontend_type == 'apache-fastcgi' ) or ( $frontend_type == 'apache-proxy-fcgi' ) ) { ceph_config { ""client.${name}/rgw_dns_name"": value => $rgw_dns_name; ""client.${name}/rgw_print_continue"": value => $rgw_print_continue; ""client.${name}/rgw_socket_path"": value => $rgw_socket_path; } if $frontend_type == 'apache-fastcgi' { ceph_config { ""client.${name}/rgw_port"": value => $rgw_port; } } elsif $frontend_type == 'apache-proxy-fcgi' { ceph_config { ""client.${name}/rgw_frontends"": value => $rgw_frontends; } } } else { fail(""unsupported frontend_type: ${frontend_type}"") } package { $pkg_radosgw: ensure => installed, tag => 'ceph', } file { '/var/lib/ceph/radosgw': ensure => directory, mode => '0755', selinux_ignore_defaults => true, } file { $rgw_data: ensure => directory, owner => 'root', group => 'root', mode => '0750', selinux_ignore_defaults => true, } file { $log_file: ensure => present, owner => $user, mode => '0640', selinux_ignore_defaults => true, } if $::service_provider == 'upstart' { if $rgw_enable { file { ""${rgw_data}/done"": ensure => present, before => service[""radosgw-${name}""], } } service { name => ""radosgw-${name}"", start => ""start radosgw id=${name}"", stop => ""stop radosgw id=${name}"", status => ""status radosgw id=${name}"", provider => $::ceph::params::service_provider, } } elsif $::service_provider == 'systemd' { service { name => ""radosgw-${name}"", start => ""systemctl start ceph-radosgw@${name}"", stop => ""systemctl stop ceph-radosgw@${name}"", status => ""systemctl status ceph-radosgw@${name}"", provider => $::ceph::params::service_provider, } } else { if $rgw_enable { file { ""${rgw_data}/sysvinit"": ensure => present, before => service[""radosgw-${name}""], } } service { name => ""radosgw-${name}"", start => 'service radosgw start', stop => 'service radosgw stop', status => 'service radosgw status', provider => $::ceph::params::service_provider, } } service { ""radosgw-${name}"": ensure => $rgw_ensure, } ceph_config<||> -> service[""radosgw-${name}""] package<| tag == 'ceph' |> -> file['/var/lib/ceph/radosgw'] package<| tag == 'ceph' |> -> file[$log_file] file['/var/lib/ceph/radosgw'] -> file[$rgw_data] -> service[""radosgw-${name}""] file[$log_file] -> service[""radosgw-${name}""] ceph::pool<||> -> service[""radosgw-${name}""] }",1,942,"file { $log_file: ensure => present, owner => $user, mode => '0640', selinux_ignore_defaults => true, }",CWE-732,1,1
943,"class graphoid( $port, $log_level = undef, $allowed_domains = {}, $domain_map = {}, $timeout = 5000, $headers = false, $error_headers = false, ) { require_package('libcairo2-dev') require_package('libjpeg-dev') require_package('libgif-dev') service::node { 'graphoid': port => $port, log_level => $log_level, config => { alloweddomains => $allowed_domains, domainmap => $domain_map, timeout => $timeout, headers => $headers, errorheaders => $error_headers, }, } }",0,943,,,0,1
944,"notice('fuel-plugin-lma-infrastructure-alerting: enable_quorum.pp') prepare_network_config(hiera_hash('network_scheme', {})) $corosync_roles = hiera_array('lma::corosync_roles') $network_metadata = hiera_hash('network_metadata') $nodes = get_nodes_hash_by_roles($network_metadata, $corosync_roles) $fuel_version = 0 + hiera('fuel_version') if count($nodes) > 2 { $policy = 'stop' } else { $policy = 'ignore' } if $fuel_version < 9.0 { cs_property { 'no-quorum-policy': ensure => present, value => $policy, provider => 'crm', } } else { pcmk_property { 'no-quorum-policy': ensure => present, value => $policy, } }",0,944,,,0,1
945,"class plugin_zabbix::monitoring::haproxy_mon { include plugin_zabbix::params if defined_in_state(class[cluster::haproxy]) { plugin_zabbix_template_link { ""${plugin_zabbix::params::host_name} template app haproxy"": host => $plugin_zabbix::params::host_name, template => 'template app haproxy', api => $plugin_zabbix::monitoring::api_hash, } plugin_zabbix::agent::userparameter { 'haproxy.be.discovery': key => 'haproxy.be.discovery', command => '/etc/zabbix/scripts/haproxy.sh -b'; 'haproxy.be': key => 'haproxy.be[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3'; 'haproxy.fe.discovery': key => 'haproxy.fe.discovery', command => '/etc/zabbix/scripts/haproxy.sh -f'; 'haproxy.fe': key => 'haproxy.fe[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3'; 'haproxy.sv.discovery': key => 'haproxy.sv.discovery', command => '/etc/zabbix/scripts/haproxy.sh -s'; 'haproxy.sv': key => 'haproxy.sv[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3'; } } }",0,945,"haproxy.be': key => 'haproxy.be[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3' | 'haproxy.fe': key => 'haproxy.fe[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3' | 'haproxy.sv': key => 'haproxy.sv[*]', command => '/etc/zabbix/scripts/haproxy.sh -v $1 $2 $3'","CWE-78, CWE-78, CWE-78",1,1
946,"define monasca::storm::startup_script ( $storm_service = undef, $storm_install_dir = undef, $storm_user = undef ){ $script = $name file { $script: ensure => file, content => template('monasca/storm-startup-script.erb'), mode => '0755', owner => 'root', group => 'root', } }",1,946,,,0,1
947,"class swift::ringbuilder( $part_power = undef, $replicas = undef, $min_part_hours = undef ) { include ::swift::deps class['swift'] -> class['swift::ringbuilder'] swift::ringbuilder::create{ ['object', 'account', 'container']: part_power => $part_power, replicas => $replicas, min_part_hours => $min_part_hours, } swift::ringbuilder::create['object'] -> ring_object_device <| |> ~> swift::ringbuilder::rebalance['object'] swift::ringbuilder::create['container'] -> ring_container_device <| |> ~> swift::ringbuilder::rebalance['container'] swift::ringbuilder::create['account'] -> ring_account_device <| |> ~> swift::ringbuilder::rebalance['account'] swift::ringbuilder::rebalance{ ['object', 'account', 'container']: } }",1,947,,,0,1
948,"class fuel::params { case $::osfamily { 'debian': { $keystone_service_name = 'keystone' } 'redhat': { $keystone_service_name = 'openstack-keystone' } default: { fail(""unsupported osfamily ${::osfamily}"") } } $db_engine = 'postgresql' $db_host = '127.0.0.1' $db_port = '5432' $debug = false $nailgun_db_name = 'nailgun' $nailgun_db_user = 'nailgun' $nailgun_db_password = 'nailgun' $keystone_db_name = 'keystone' $keystone_db_user = 'keystone' $keystone_db_password = 'keystone' $feature_groups = [] $staticdir = '/usr/share/nailgun/static' $templatedir = '/usr/share/nailgun/static' $logdumpdir = '/var/dump' $keystone_host = '127.0.0.1' $keystone_port = '5000' $keystone_admin_port = '35357' $keystone_domain = 'fuel' $ssl = false $vhost_limit_request_field_size = 'limitrequestfieldsize 81900' $keystone_admin_user = 'admin' $keystone_admin_password = 'admin' $keystone_admin_tenant = 'admin' $keystone_nailgun_user = 'nailgun' $keystone_nailgun_password = 'nailgun' $keystone_monitord_user = 'monitord' $keystone_monitord_password = 'monitord' $keystone_monitord_tenant = 'services' $keystone_admin_token = 'admin' $keystone_token_expiration = '86400' $bootstrap_ethdevice_timeout = '120' $bootstrap_profile = 'ubuntu_bootstrap' $rabbitmq_host = '127.0.0.1' $rabbitmq_astute_user = 'naily' $rabbitmq_astute_password = 'naily' $rabbitmq_gid = 495 $rabbitmq_uid = 495 $rabbitmq_management_port = 15672 $rabbitmq_management_bind_ip = '127.0.0.1' $cobbler_host = $::ipaddress $cobbler_url = ""http://${::ipaddress}/cobbler_api"" $cobbler_user = 'cobbler' $cobbler_password = 'cobbler' $centos_repos = [ { 'id' => 'nailgun', 'name' => 'nailgun', 'url' => ""\$tree"" } ] $ks_system_timezone = 'etc/utc' $dns_upstream = ['8.8.8.8'] $dns_domain = 'domain.tld' $dns_search = 'domain.tld' $dhcp_ipaddress = '127.0.0.1' $admin_interface = 'eth0' $admin_network = '10.20.0.*' $extra_networks = undef $nailgun_api_url = ""http://${::ipaddress}:8000/api"" $ks_encrypted_root_password = '\$6\$tcd3x7ji\$1urw6qemdkvxokd33b4tpqajricedzx0jmgmhdyhfb9kugfqo9ocmakyuxnggwsledq4hxtw7vcamp85nxqe61' $ntp_upstream = '' $mco_host = $::ipaddress $mco_port = '61613' $mco_pskey = 'unset' $mco_vhost = 'mcollective' $mco_user = 'mcollective' $mco_password = 'marionette' $mco_connector = 'rabbitmq' $mco_packages_extra = [ 'fuel-agent', 'shotgun', 'ironic-fa-bootstrap-configs', 'fuel-bootstrap-cli', ] $keystone_ostf_user = 'ostf' $keystone_ostf_password = 'ostf' $puppet_master_hostname = ""${::hostname}.${::domain}"" $repo_root = '/var/www/nailgun' $repo_port = '8080' $nailgun_log_level = 'debug' $nailgun_host = '127.0.0.1' $nailgun_port = '8000' $nailgun_internal_port = '8001' $nailgun_ssl_port = '8443' $ostf_host = '127.0.0.1' $ostf_port = '8777' $ostf_db_user = 'ostf' $ostf_db_password = 'ostf' $ostf_db_name = 'ostf' }",1,948,$keystone_admin_password = 'admin' | $keystone_nailgun_password = 'nailgun' | $keystone_monitord_password = 'monitord' | $keystone_admin_token = 'admin' | $cobbler_password = 'cobbler' | $mco_password = 'marionette' | $ostf_db_password = 'ostf' | $nailgun_db_password = 'nailgun' | $keystone_db_password = 'keystone' | $rabbitmq_astute_password = 'naily',"CWE-259, CWE-259, CWE-259, CWE-798, CWE-259, CWE-259, CWE-259, CWE-259, CWE-259, CWE-259",1,1
949,"class packages::postfix { case $::operatingsystem { ubuntu: { package { ""postfix"": ensure => latest; } } centos: { file { '/root/switch-ssmtp-postfix': content => ""erase ssmtp\ninstall postfix\nrun\n""; } -> exec { 'switch-ssmtp-postfix': onlyif => '/bin/rpm -qi ssmtp', command => '/usr/bin/yum -y shell < /root/switch-ssmtp-postfix'; } ~> exec { ""update-mta-alternatives"": command => ""/usr/sbin/alternatives --auto mta"", refreshonly => true; } package { ""postfix"": ensure => latest; } } darwin: { } default: { fail(""cannot install on $::operatingsystem"") } } }",1,949,"file { '/root/switch-ssmtp-postfix': content => ""erase ssmtp\\ninstall postfix\\nrun\\n""; }",CWE-73,1,1
950,"class users::root { include ::config anchor { 'users::root::begin': ; 'users::root::end': ; } $username = 'root' $group = $::operatingsystem ? { darwin => wheel, default => root } $home = $::operatingsystem ? { darwin => '/var/root', windows => $rlocalpath, default => '/root' } class { 'users::root::account': stage => users, username => $username, group => $group, home => $home; } anchor['users::root::begin'] -> class { 'users::root::setup': username => $username, group => $group, home => $home; } -> anchor['users::root::end'] }",1,950,,,0,1
951,"class cdh::hadoop::users($groups = ['hadoop']) { class['cdh::hadoop'] -> class['cdh::hadoop::users'] file { '/usr/local/bin/create_hdfs_user_directories.sh': source => 'puppet:///modules/cdh/hadoop/create_hdfs_user_directories.sh', owner => 'root', group => 'hdfs', mode => '0554', } exec { 'create_hdfs_user_directories': command => ""/usr/local/bin/create_hdfs_user_directories.sh --verbose ${groups}"", unless => ""/usr/local/bin/create_hdfs_user_directories.sh --check-for-changes ${groups}"", user => 'hdfs', logoutput => true, } }",1,951,"exec { 'create_hdfs_user_directories': command => ""/usr/local/bin/create_hdfs_user_directories.sh --verbose ${groups}"", unless => ""/usr/local/bin/create_hdfs_user_directories.sh --check-for-changes ${groups}"", user => 'hdfs', logoutput => true, }",CWE-272,1,1
952,"class role::psr3 { mediawiki::composer::require { 'monolog/monolog for psr3 role': package => 'monolog/monolog', version => '~1.18.2', } mediawiki::settings { 'psr3': priority => 1, values => template('role/psr3/settings.php.erb'), require => mediawiki::composer::require['monolog/monolog for psr3 role'], } }",1,952,,,0,1
953,class { '::openstack_tasks::keystone::workloads_collector_remove' :} warning('osnailyfacter/modular/./keystone/workloads_collector_remove.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./keystone/workloads_collector_remove.pp'),0,953,,,0,1
954,"class elasticsearch { $version = '2.3.4' package { 'elasticsearch': ensure => $version } require_package('openjdk-7-jre-headless') file { '/var/run/elasticsearch/': ensure => 'directory' } service { 'elasticsearch': ensure => running, enable => true, require => [ package['elasticsearch', 'openjdk-7-jre-headless'], file['/var/run/elasticsearch/'], ] } file { '/etc/default/elasticsearch': source => 'puppet:///modules/elasticsearch/defaults', require => package['elasticsearch'], notify => service['elasticsearch'], } file { '/etc/elasticsearch/elasticsearch.yml': source => 'puppet:///modules/elasticsearch/elasticsearch.yml', require => package['elasticsearch'], notify => service['elasticsearch'], } file { '/etc/elasticsearch/logging.yml': ensure => file, owner => 'root', group => 'root', content => template('elasticsearch/logging.yml.erb'), mode => '0444', require => package['elasticsearch'], } file { '/etc/logrotate.d/elasticsearch': source => 'puppet:///modules/elasticsearch/logrotate', owner => 'root', group => 'root', mode => '0444', } file { '/etc/cron.hourly/logrotate': ensure => 'link', target => '/etc/cron.daily/logrotate', } }",1,954,"file { '/etc/cron.hourly/logrotate': ensure => 'link', target => '/etc/cron.daily/logrotate', }",CWE-59,1,1
955,"class ironic::drivers::drac ( $package_ensure = 'present', ) { ensure_packages('python-dracclient', { ensure => $package_ensure, tag => ['openstack', 'ironic-package'], } ) }",0,955,,,0,1
956,"class glance::backend::swift( $swift_store_user, $swift_store_key, $swift_store_auth_address = 'http://127.0.0.1:5000/v2.0/', $swift_store_container = $::os_service_default, $swift_store_auth_version = '2', $swift_store_auth_project_domain_id = 'default', $swift_store_auth_user_domain_id = 'default', $swift_store_large_object_size = $::os_service_default, $swift_store_create_container_on_put = $::os_service_default, $swift_store_endpoint_type = 'internalurl', $swift_store_region = $::os_service_default, $default_swift_reference = 'ref1', $multi_store = false, $glare_enabled = false, ) { include ::glance::deps glance_api_config { 'glance_store/swift_store_region': value => $swift_store_region; 'glance_store/swift_store_container': value => $swift_store_container; 'glance_store/swift_store_create_container_on_put': value => $swift_store_create_container_on_put; 'glance_store/swift_store_large_object_size': value => $swift_store_large_object_size; 'glance_store/swift_store_endpoint_type': value => $swift_store_endpoint_type; 'glance_store/swift_store_config_file': value => '/etc/glance/glance-swift.conf'; 'glance_store/default_swift_reference': value => $default_swift_reference; } if $glare_enabled { glance_glare_config { 'glance_store/swift_store_region': value => $swift_store_region; 'glance_store/swift_store_container': value => $swift_store_container; 'glance_store/swift_store_create_container_on_put': value => $swift_store_create_container_on_put; 'glance_store/swift_store_large_object_size': value => $swift_store_large_object_size; 'glance_store/swift_store_endpoint_type': value => $swift_store_endpoint_type; 'glance_store/swift_store_config_file': value => '/etc/glance/glance-swift.conf'; 'glance_store/default_swift_reference': value => $default_swift_reference; } } if !$multi_store { glance_api_config { 'glance_store/default_store': value => 'swift'; } if $glare_enabled { glance_glare_config { 'glance_store/default_store': value => 'swift'; } } } glance_swift_config { ""${default_swift_reference}/user"": value => $swift_store_user; ""${default_swift_reference}/key"": value => $swift_store_key; ""${default_swift_reference}/auth_address"": value => $swift_store_auth_address; ""${default_swift_reference}/auth_version"": value => $swift_store_auth_version; ""${default_swift_reference}/user_domain_id"": value => $swift_store_auth_user_domain_id; ""${default_swift_reference}/project_domain_id"": value => $swift_store_auth_project_domain_id; } }",1,956,,,0,1
957,"class tripleo::profile::base::nova::conductor ( $step = hiera('step'), ) { include ::tripleo::profile::base::nova if $step >= 4 { include ::nova::conductor } }",0,957,,,0,1
958,"class cluster::aodh_evaluator { include ::aodh::params $service_name = $::aodh::params::evaluator_service_name $metadata = { 'resource-stickiness' => '1', 'migration-threshold' => '3' } $operations = { 'monitor' => { 'interval' => '20', 'timeout' => '30', }, 'start' => { 'interval' => '0', 'timeout' => '60', }, 'stop' => { 'interval' => '0', 'timeout' => '60', }, } $primitive_type = 'aodh-evaluator' $parameters = { 'user' => 'aodh' } pacemaker::service { $service_name : primitive_type => $primitive_type, metadata => $metadata, parameters => $parameters, operations => $operations } pcmk_resource[""p_${service_name}""] -> service[$service_name] }",0,958,,,0,1
959,"class monasca::agent( $enabled = true, $url, $username, $password, $keystone_url, $project_name = 'null', $project_domain_id = 'null', $project_domain_name = 'null', $project_id = 'null', $ca_file = undef, $max_buffer_size = '1000', $backlog_send_rate = '1000', $amplifier = '0', $hostname = undef, $dimensions = {}, $recent_point_threshold = '30', $check_freq = '15', $listen_port = '17123', $non_local_traffic = false, $statsd_port = '8125', $statsd_interval = '10', $statsd_forward_host = undef, $statsd_forward_port = '8125', $log_level = 'info', $collector_log_file = '/var/log/monasca/agent/collector.log', $forwarder_log_file = '/var/log/monasca/agent/forwarder.log', $monstatsd_log_file = '/var/log/monasca/agent/monstatsd.log', $log_to_syslog = false, $syslog_host = undef , $syslog_port = undef, $virtual_env = '/var/lib/monasca-agent', $virtual_env_dir = '/var/lib/monasca-agent-venvs', $virtual_env_reqs = 'puppet:///modules/monasca/agent_requirements.txt', $virtual_envs = {'default'=> {'venv_active'=> true}}, $agent_user = 'monasca-agent', $install_python_deps = true, $python_dep_ensure = 'present', $pip_install_args = '', ) { include ::monasca include ::monasca::params $agent_dir = ""${::monasca::monasca_dir}/agent"" $additional_checksd = ""${agent_dir}/checks.d"" $conf_dir = ""${agent_dir}/conf.d"" if $install_python_deps { package { ['python-virtualenv', 'python-dev']: ensure => $python_dep_ensure, } } file { $virtual_env_dir: ensure => 'directory', owner => 'root', group => 'root', mode => '0755', } $defaults = { symlink => $virtual_env, basedir => $virtual_env_dir, venv_extra_args => $pip_install_args, venv_requirements => $virtual_env_reqs, } create_resources('::monasca::virtualenv::agent_instance', $virtual_envs, $defaults) user { $agent_user: ensure => present, groups => $::monasca::group, require => group[$::monasca::group] } file{ ""${::monasca::log_dir}/agent"": ensure => 'directory', owner => $agent_user, group => $::monasca::group, mode => '0755', require => file[$::monasca::log_dir], before => service['monasca-agent'], } file { $agent_dir: ensure => 'directory', owner => 'root', group => $::monasca::group, mode => '0755', require => file[$::monasca::monasca_dir], } file { ""${agent_dir}/agent.yaml"": owner => 'root', group => 'root', mode => '0755', content => template('monasca/agent.yaml.erb'), require => file[$agent_dir], before => service['monasca-agent'], } ~> service['monasca-agent'] file { $additional_checksd: ensure => 'directory', owner => 'root', group => 'root', mode => '0755', require => file[$agent_dir], before => service['monasca-agent'], purge => true, force => true, recurse => true, } file { $conf_dir: ensure => 'directory', owner => 'root', group => $::monasca::group, mode => '0755', require => file[$agent_dir], before => service['monasca-agent'], purge => true, force => true, recurse => true, } file { '/etc/init.d/monasca-agent': owner => 'root', group => 'root', mode => '0755', content => template('monasca/monasca-agent.init.erb'), before => service['monasca-agent'], } $log_dir = ""${::monasca::log_dir}/agent"" file { ""${agent_dir}/supervisor.conf"": ensure => $ensure, owner => 'root', group => 'root', mode => '0644', content => template('monasca/supervisor.conf.erb'), notify => service['monasca-agent'], } if $enabled { $ensure = 'running' } else { $ensure = 'stopped' } service { 'monasca-agent': ensure => $ensure, name => $::monasca::params::agent_service, } }",1,959,"file { $additional_checksd: ensure => 'directory', owner => 'root', group => 'root', mode => '0755', require => file[$agent_dir], before => service['monasca-agent'], purge => true, force => true, recurse => true, } | file { $conf_dir: ensure => 'directory', owner => 'root', group => $::monasca::group, mode => '0755', require => file[$agent_dir], before => service['monasca-agent'], purge => true, force => true, recurse => true, }","CWE-276, CWE-276",1,1
